fold,task,arm,nodes,base_edges,augmentation_rows,unique_edges,components,largest_component_nodes,largest_component_share,normalized_algebraic_connectivity,augmentation_gap_bins
3,text-normalization-challenge-russian-language,sibling_reweight_control,132,66,66,66,66,2,0.015151515151515152,0.0,"{""0"": 17, ""1"": 9, ""2"": 16, ""3"": 12, ""4"": 3, ""5"": 1, ""6"": 5, ""7"": 3}"
3,tweet-sentiment-extraction,sibling_reweight_control,40,20,9,20,20,2,0.05,0.0,"{""1"": 1, ""2"": 1, ""3"": 3, ""4"": 2, ""7"": 1, ""8"": 1}"
3,us-patent-phrase-to-phrase-matching,sibling_reweight_control,310,155,138,155,155,2,0.0064516129032258064,0.0,"{""0"": 13, ""1"": 21, ""2"": 22, ""3"": 36, ""4"": 25, ""5"": 15, ""6"": 3, ""7"": 2, ""8"": 1}"
3,whale-categorization-playground,sibling_reweight_control,107,55,55,55,53,3,0.028037383177570093,0.0,"{""2"": 2, ""3"": 5, ""4"": 12, ""5"": 8, ""6"": 14, ""7"": 13, ""8"": 1}"
3,aptos2019-blindness-detection,uniform_crossrun_control,68,34,34,68,7,56,0.8235294117647058,0.0,"{""3"": 1, ""4"": 7, ""5"": 7, ""6"": 19}"
3,chaii-hindi-and-tamil-question-answering,uniform_crossrun_control,208,216,216,432,1,208,1.0,0.08105649394774588,"{""1"": 1, ""3"": 2, ""4"": 7, ""5"": 15, ""6"": 31, ""7"": 66, ""8"": 94}"
3,denoising-dirty-documents,uniform_crossrun_control,124,62,62,124,9,100,0.8064516129032258,0.0,"{""1"": 1, ""2"": 1, ""3"": 11, ""4"": 29, ""5"": 8, ""6"": 8, ""7"": 4}"
3,dog-breed-identification,uniform_crossrun_control,111,74,74,148,10,93,0.8378378378378378,0.0,"{""3"": 1, ""4"": 1, ""5"": 2, ""6"": 15, ""7"": 34, ""8"": 21}"
3,dogs-vs-cats-redux-kernels-edition,uniform_crossrun_control,12,6,6,12,2,10,0.8333333333333334,0.0,"{""3"": 1, ""5"": 4, ""6"": 1}"
3,google-quest-challenge,uniform_crossrun_control,76,38,38,76,7,64,0.8421052631578947,0.0,"{""0"": 1, ""4"": 1, ""5"": 8, ""6"": 14, ""7"": 11, ""8"": 3}"
3,histopathologic-cancer-detection,uniform_crossrun_control,72,36,36,72,7,60,0.8333333333333334,0.0,"{""2"": 3, ""3"": 7, ""4"": 15, ""5"": 8, ""6"": 1, ""8"": 2}"
3,kuzushiji-recognition,uniform_crossrun_control,12,6,5,11,2,10,0.8333333333333334,0.0,"{""6"": 1, ""7"": 3, ""8"": 1}"
3,leaf-classification,uniform_crossrun_control,388,349,349,698,3,384,0.9896907216494846,0.0,"{""2"": 1, ""3"": 3, ""4"": 9, ""5"": 15, ""6"": 40, ""7"": 72, ""8"": 209}"
3,learning-agency-lab-automated-essay-scoring-2,uniform_crossrun_control,52,38,38,76,2,49,0.9423076923076923,0.0,"{""1"": 1, ""3"": 2, ""4"": 10, ""5"": 14, ""6"": 8, ""8"": 3}"
3,mlsp-2013-birds,uniform_crossrun_control,165,183,183,366,1,165,1.0,0.10275680862850779,"{""2"": 2, ""3"": 8, ""4"": 15, ""5"": 31, ""6"": 82, ""7"": 35, ""8"": 10}"
3,nomad2018-predict-transparent-conductors,uniform_crossrun_control,120,127,127,254,1,120,1.0,0.07533835925699935,"{""0"": 1, ""1"": 5, ""2"": 6, ""3"": 26, ""4"": 61, ""5"": 18, ""6"": 6, ""7"": 4}"
3,petfinder-pawpularity-score,uniform_crossrun_control,476,400,400,800,3,472,0.9915966386554622,0.0,"{""3"": 2, ""4"": 2, ""5"": 5, ""6"": 20, ""7"": 50, ""8"": 321}"
3,random-acts-of-pizza,uniform_crossrun_control,599,451,451,902,7,584,0.9749582637729549,0.0,"{""1"": 2, ""2"": 5, ""3"": 17, ""4"": 40, ""5"": 86, ""6"": 232, ""7"": 69}"
3,spaceship-titanic,uniform_crossrun_control,48,61,61,122,1,48,1.0,0.17655418912483403,"{""3"": 16, ""4"": 11, ""5"": 17, ""6"": 11, ""7"": 6}"
3,spooky-author-identification,uniform_crossrun_control,1067,883,883,1766,9,1050,0.9840674789128397,0.0,"{""0"": 1, ""1"": 3, ""2"": 4, ""3"": 17, ""4"": 72, ""5"": 222, ""6"": 385, ""7"": 153, ""8"": 26}"
3,tabular-playground-series-dec-2021,uniform_crossrun_control,35,19,19,38,3,31,0.8857142857142857,0.0,"{""1"": 1, ""2"": 4, ""3"": 1, ""4"": 5, ""5"": 5, ""8"": 3}"
3,tabular-playground-series-may-2022,uniform_crossrun_control,138,115,115,230,4,132,0.9565217391304348,0.0,"{""1"": 1, ""2"": 5, ""3"": 5, ""4"": 12, ""5"": 14, ""6"": 42, ""7"": 34, ""8"": 2}"
3,text-normalization-challenge-english-language,uniform_crossrun_control,34,17,17,34,3,28,0.8235294117647058,0.0,"{""1"": 1, ""2"": 3, ""3"": 7, ""4"": 1, ""5"": 3, ""6"": 2}"
3,text-normalization-challenge-russian-language,uniform_crossrun_control,132,66,66,132,11,108,0.8181818181818182,0.0,"{""0"": 3, ""1"": 4, ""2"": 12, ""3"": 11, ""4"": 19, ""6"": 8, ""7"": 9}"
3,tweet-sentiment-extraction,uniform_crossrun_control,40,20,9,29,11,14,0.35,0.0,"{""4"": 3, ""5"": 5, ""7"": 1}"
3,us-patent-phrase-to-phrase-matching,uniform_crossrun_control,310,155,138,293,47,218,0.7032258064516129,0.0,"{""4"": 1, ""5"": 3, ""6"": 2, ""7"": 129, ""8"": 3}"
3,whale-categorization-playground,uniform_crossrun_control,107,55,55,110,7,93,0.8691588785046729,0.0,"{""3"": 3, ""4"": 4, ""5"": 4, ""6"": 18, ""7"": 22, ""8"": 4}"
3,aptos2019-blindness-detection,tgca,68,34,34,68,1,68,1.0,0.00817866878328023,"{""2"": 3, ""3"": 3, ""4"": 14, ""5"": 11, ""6"": 2, ""7"": 1}"
3,chaii-hindi-and-tamil-question-answering,tgca,208,216,216,432,1,208,1.0,0.012418317368620507,"{""1"": 1, ""3"": 8, ""4"": 18, ""5"": 52, ""6"": 78, ""7"": 45, ""8"": 14}"
3,denoising-dirty-documents,tgca,124,62,62,124,1,124,1.0,0.0024258553522969965,"{""0"": 4, ""1"": 1, ""2"": 5, ""3"": 14, ""4"": 14, ""5"": 7, ""6"": 11, ""7"": 6}"
3,dog-breed-identification,tgca,111,74,74,148,1,111,1.0,0.020408545116309327,"{""3"": 1, ""4"": 12, ""5"": 20, ""6"": 7, ""7"": 22, ""8"": 12}"
3,dogs-vs-cats-redux-kernels-edition,tgca,12,6,6,12,1,12,1.0,0.0981526481717515,"{""2"": 1, ""3"": 2, ""5"": 2, ""6"": 1}"
3,google-quest-challenge,tgca,76,38,38,76,1,76,1.0,0.0032301019819161733,"{""3"": 2, ""4"": 9, ""5"": 10, ""6"": 12, ""7"": 5}"
3,histopathologic-cancer-detection,tgca,72,36,36,72,1,72,1.0,0.005284124802241451,"{""0"": 4, ""1"": 4, ""2"": 5, ""3"": 11, ""4"": 9, ""5"": 2, ""8"": 1}"
3,kuzushiji-recognition,tgca,12,6,5,11,1,12,1.0,0.06878564946312207,"{""6"": 2, ""7"": 1, ""8"": 2}"
3,leaf-classification,tgca,388,349,349,698,1,388,1.0,0.03218192803713798,"{""1"": 2, ""2"": 5, ""3"": 5, ""4"": 28, ""5"": 58, ""6"": 75, ""7"": 64, ""8"": 112}"
3,learning-agency-lab-automated-essay-scoring-2,tgca,52,38,38,76,1,52,1.0,0.04887891182655803,"{""0"": 2, ""2"": 1, ""3"": 6, ""4"": 13, ""5"": 12, ""6"": 3, ""8"": 1}"
3,mlsp-2013-birds,tgca,165,183,183,366,1,165,1.0,0.030290684953763018,"{""2"": 1, ""3"": 5, ""4"": 34, ""5"": 53, ""6"": 51, ""7"": 30, ""8"": 9}"
3,nomad2018-predict-transparent-conductors,tgca,120,127,127,254,1,120,1.0,0.017657090225740784,"{""0"": 3, ""1"": 11, ""2"": 37, ""3"": 34, ""4"": 29, ""5"": 5, ""6"": 7, ""7"": 1}"
3,petfinder-pawpularity-score,tgca,476,400,400,800,1,476,1.0,0.029983494089259734,"{""2"": 2, ""3"": 15, ""4"": 24, ""5"": 53, ""6"": 122, ""7"": 95, ""8"": 89}"
3,random-acts-of-pizza,tgca,599,451,451,902,1,599,1.0,0.020660577397691976,"{""0"": 8, ""1"": 10, ""2"": 29, ""3"": 76, ""4"": 167, ""5"": 90, ""6"": 50, ""7"": 21}"
3,spaceship-titanic,tgca,48,61,61,122,1,48,1.0,0.015108916514191911,"{""3"": 4, ""4"": 31, ""5"": 21, ""6"": 4, ""7"": 1}"
3,spooky-author-identification,tgca,1067,883,883,1766,1,1067,1.0,0.026013962455443698,"{""0"": 22, ""1"": 33, ""2"": 71, ""3"": 111, ""4"": 192, ""5"": 210, ""6"": 182, ""7"": 49, ""8"": 13}"
3,tabular-playground-series-dec-2021,tgca,35,19,19,38,1,35,1.0,0.031780268337652885,"{""0"": 5, ""1"": 2, ""2"": 5, ""4"": 3, ""5"": 1, ""8"": 3}"
3,tabular-playground-series-may-2022,tgca,138,115,115,230,1,138,1.0,0.02088476156745828,"{""0"": 3, ""1"": 4, ""2"": 12, ""3"": 17, ""4"": 28, ""5"": 16, ""6"": 9, ""7"": 20, ""8"": 6}"
3,text-normalization-challenge-english-language,tgca,34,17,17,34,1,34,1.0,0.023090200736406448,"{""0"": 1, ""1"": 1, ""2"": 5, ""3"": 6, ""4"": 2, ""5"": 1, ""6"": 1}"
3,text-normalization-challenge-russian-language,tgca,132,66,66,132,1,132,1.0,0.0019866604734737154,"{""0"": 17, ""1"": 9, ""2"": 16, ""3"": 12, ""4"": 3, ""5"": 1, ""6"": 5, ""7"": 3}"
3,tweet-sentiment-extraction,tgca,40,20,9,29,11,20,0.5,0.0,"{""4"": 5, ""6"": 1, ""7"": 2, ""8"": 1}"
3,us-patent-phrase-to-phrase-matching,tgca,310,155,138,293,82,148,0.4774193548387097,0.0,"{""0"": 7, ""1"": 10, ""2"": 28, ""3"": 42, ""4"": 27, ""5"": 18, ""6"": 3, ""7"": 2, ""8"": 1}"
3,whale-categorization-playground,tgca,107,55,55,110,1,107,1.0,0.005792995817710113,"{""2"": 2, ""3"": 5, ""4"": 12, ""5"": 8, ""6"": 14, ""7"": 13, ""8"": 1}"
4,aptos2019-blindness-detection,sibling_only,34,17,0,17,17,2,0.058823529411764705,0.0,{}
4,chaii-hindi-and-tamil-question-answering,sibling_only,340,368,0,368,117,5,0.014705882352941176,0.0,{}
4,denoising-dirty-documents,sibling_only,148,162,0,162,54,5,0.033783783783783786,0.0,{}
4,dog-breed-identification,sibling_only,83,59,0,59,37,5,0.060240963855421686,0.0,{}
4,dogs-vs-cats-redux-kernels-edition,sibling_only,22,11,0,11,11,2,0.09090909090909091,0.0,{}
4,google-quest-challenge,sibling_only,46,23,0,23,23,2,0.043478260869565216,0.0,{}
4,histopathologic-cancer-detection,sibling_only,92,46,0,46,46,2,0.021739130434782608,0.0,{}
4,kuzushiji-recognition,sibling_only,18,9,0,9,9,2,0.1111111111111111,0.0,{}
4,leaf-classification,sibling_only,233,212,0,212,87,5,0.02145922746781116,0.0,{}
4,learning-agency-lab-automated-essay-scoring-2,sibling_only,42,30,0,30,18,3,0.07142857142857142,0.0,{}
4,mlsp-2013-birds,sibling_only,207,214,0,214,75,5,0.024154589371980676,0.0,{}
4,nomad2018-predict-transparent-conductors,sibling_only,151,173,0,173,50,5,0.033112582781456956,0.0,{}
4,petfinder-pawpularity-score,sibling_only,525,438,0,438,205,5,0.009523809523809525,0.0,{}
4,random-acts-of-pizza,sibling_only,399,290,0,290,170,4,0.010025062656641603,0.0,{}
4,spaceship-titanic,sibling_only,68,82,0,82,23,11,0.16176470588235295,0.0,{}
4,spooky-author-identification,sibling_only,930,773,0,773,353,3,0.0032258064516129032,0.0,{}
4,tabular-playground-series-dec-2021,sibling_only,42,24,0,24,20,3,0.07142857142857142,0.0,{}
4,tabular-playground-series-may-2022,sibling_only,126,103,0,103,52,5,0.03968253968253968,0.0,{}
4,text-normalization-challenge-english-language,sibling_only,34,17,0,17,17,2,0.058823529411764705,0.0,{}
4,text-normalization-challenge-russian-language,sibling_only,120,60,0,60,60,2,0.016666666666666666,0.0,{}
4,tweet-sentiment-extraction,sibling_only,80,40,0,40,40,2,0.025,0.0,{}
4,us-patent-phrase-to-phrase-matching,sibling_only,378,189,0,189,189,2,0.005291005291005291,0.0,{}
4,whale-categorization-playground,sibling_only,142,71,0,71,71,2,0.014084507042253521,0.0,{}
4,aptos2019-blindness-detection,sibling_reweight_control,34,17,0,17,17,2,0.058823529411764705,0.0,{}
4,chaii-hindi-and-tamil-question-answering,sibling_reweight_control,340,368,368,368,117,5,0.014705882352941176,0.0,"{""1"": 1, ""3"": 14, ""4"": 44, ""5"": 99, ""6"": 125, ""7"": 63, ""8"": 22}"
4,denoising-dirty-documents,sibling_reweight_control,148,162,162,162,54,5,0.033783783783783786,0.0,"{""0"": 5, ""1"": 4, ""2"": 23, ""3"": 43, ""4"": 37, ""5"": 17, ""6"": 29, ""7"": 4}"
4,dog-breed-identification,sibling_reweight_control,83,59,59,59,37,5,0.060240963855421686,0.0,"{""2"": 2, ""4"": 12, ""5"": 15, ""6"": 8, ""7"": 12, ""8"": 10}"
4,dogs-vs-cats-redux-kernels-edition,sibling_reweight_control,22,11,11,11,11,2,0.09090909090909091,0.0,"{""2"": 2, ""3"": 3, ""4"": 1, ""5"": 3, ""6"": 2}"
4,google-quest-challenge,sibling_reweight_control,46,23,23,23,23,2,0.043478260869565216,0.0,"{""3"": 1, ""4"": 5, ""5"": 8, ""6"": 6, ""7"": 3}"
4,histopathologic-cancer-detection,sibling_reweight_control,92,46,46,46,46,2,0.021739130434782608,0.0,"{""0"": 5, ""1"": 5, ""2"": 11, ""3"": 11, ""4"": 9, ""5"": 3, ""6"": 1, ""8"": 1}"
4,kuzushiji-recognition,sibling_reweight_control,18,9,8,9,9,2,0.1111111111111111,0.0,"{""3"": 1, ""5"": 2, ""6"": 2, ""7"": 2, ""8"": 1}"
4,leaf-classification,sibling_reweight_control,233,212,212,212,87,5,0.02145922746781116,0.0,"{""1"": 2, ""2"": 5, ""3"": 4, ""4"": 14, ""5"": 42, ""6"": 48, ""7"": 46, ""8"": 51}"
4,learning-agency-lab-automated-essay-scoring-2,sibling_reweight_control,42,30,30,30,18,3,0.07142857142857142,0.0,"{""2"": 1, ""3"": 4, ""4"": 11, ""5"": 10, ""6"": 4}"
4,mlsp-2013-birds,sibling_reweight_control,207,214,214,214,75,5,0.024154589371980676,0.0,"{""2"": 2, ""3"": 8, ""4"": 37, ""5"": 60, ""6"": 53, ""7"": 35, ""8"": 19}"
4,nomad2018-predict-transparent-conductors,sibling_reweight_control,151,173,173,173,50,5,0.033112582781456956,0.0,"{""0"": 5, ""1"": 18, ""2"": 42, ""3"": 49, ""4"": 36, ""5"": 9, ""6"": 7, ""7"": 7}"
4,petfinder-pawpularity-score,sibling_reweight_control,525,438,438,438,205,5,0.009523809523809525,0.0,"{""2"": 2, ""3"": 15, ""4"": 27, ""5"": 55, ""6"": 135, ""7"": 108, ""8"": 96}"
4,random-acts-of-pizza,sibling_reweight_control,399,290,290,290,170,4,0.010025062656641603,0.0,"{""0"": 6, ""1"": 7, ""2"": 19, ""3"": 48, ""4"": 100, ""5"": 58, ""6"": 34, ""7"": 18}"
4,spaceship-titanic,sibling_reweight_control,68,82,82,82,23,11,0.16176470588235295,0.0,"{""3"": 9, ""4"": 34, ""5"": 26, ""6"": 11, ""7"": 2}"
4,spooky-author-identification,sibling_reweight_control,930,773,773,773,353,3,0.0032258064516129032,0.0,"{""0"": 22, ""1"": 33, ""2"": 66, ""3"": 99, ""4"": 166, ""5"": 182, ""6"": 145, ""7"": 45, ""8"": 15}"
4,tabular-playground-series-dec-2021,sibling_reweight_control,42,24,24,24,20,3,0.07142857142857142,0.0,"{""0"": 5, ""1"": 3, ""2"": 4, ""3"": 1, ""4"": 3, ""5"": 1, ""7"": 2, ""8"": 5}"
4,tabular-playground-series-may-2022,sibling_reweight_control,126,103,103,103,52,5,0.03968253968253968,0.0,"{""0"": 3, ""1"": 4, ""2"": 13, ""3"": 18, ""4"": 26, ""5"": 9, ""6"": 8, ""7"": 17, ""8"": 5}"
4,text-normalization-challenge-english-language,sibling_reweight_control,34,17,17,17,17,2,0.058823529411764705,0.0,"{""0"": 1, ""1"": 1, ""2"": 5, ""3"": 6, ""4"": 2, ""5"": 1, ""6"": 1}"
4,text-normalization-challenge-russian-language,sibling_reweight_control,120,60,60,60,60,2,0.016666666666666666,0.0,"{""0"": 17, ""1"": 6, ""2"": 12, ""3"": 14, ""4"": 5, ""5"": 1, ""6"": 5}"
4,tweet-sentiment-extraction,sibling_reweight_control,80,40,33,40,40,2,0.025,0.0,"{""0"": 1, ""2"": 6, ""3"": 12, ""4"": 8, ""5"": 1, ""6"": 2, ""7"": 2, ""8"": 1}"
4,us-patent-phrase-to-phrase-matching,sibling_reweight_control,378,189,189,189,189,2,0.005291005291005291,0.0,"{""0"": 2, ""1"": 3, ""2"": 9, ""3"": 17, ""4"": 46, ""5"": 67, ""6"": 37, ""7"": 4, ""8"": 4}"
4,whale-categorization-playground,sibling_reweight_control,142,71,71,71,71,2,0.014084507042253521,0.0,"{""1"": 1, ""2"": 2, ""3"": 7, ""4"": 15, ""5"": 13, ""6"": 17, ""7"": 16}"
4,aptos2019-blindness-detection,uniform_crossrun_control,34,17,0,17,17,2,0.058823529411764705,0.0,{}
4,chaii-hindi-and-tamil-question-answering,uniform_crossrun_control,340,368,368,736,1,340,1.0,0.07995889275774584,"{""1"": 1, ""3"": 4, ""4"": 9, ""5"": 17, ""6"": 57, ""7"": 96, ""8"": 184}"
4,denoising-dirty-documents,uniform_crossrun_control,148,162,162,324,1,148,1.0,0.08474477044671364,"{""1"": 1, ""2"": 6, ""3"": 20, ""4"": 49, ""5"": 26, ""6"": 45, ""7"": 15}"
4,dog-breed-identification,uniform_crossrun_control,83,59,59,118,2,81,0.9759036144578314,0.0,"{""4"": 2, ""5"": 2, ""6"": 13, ""7"": 19, ""8"": 23}"
4,dogs-vs-cats-redux-kernels-edition,uniform_crossrun_control,22,11,11,22,1,22,1.0,0.03234056258701758,"{""2"": 2, ""3"": 2, ""4"": 2, ""5"": 3, ""6"": 2}"
4,google-quest-challenge,uniform_crossrun_control,46,23,23,46,5,38,0.8260869565217391,0.0,"{""3"": 1, ""4"": 1, ""5"": 4, ""6"": 10, ""7"": 5, ""8"": 2}"
4,histopathologic-cancer-detection,uniform_crossrun_control,92,46,46,92,11,70,0.7608695652173914,0.0,"{""0"": 1, ""1"": 2, ""2"": 8, ""3"": 5, ""4"": 20, ""5"": 7, ""6"": 3}"
4,kuzushiji-recognition,uniform_crossrun_control,18,9,8,17,2,16,0.8888888888888888,0.0,"{""6"": 1, ""7"": 2, ""8"": 5}"
4,leaf-classification,uniform_crossrun_control,233,212,212,424,3,229,0.9828326180257511,0.0,"{""2"": 2, ""3"": 2, ""4"": 2, ""5"": 11, ""6"": 13, ""7"": 41, ""8"": 141}"
4,learning-agency-lab-automated-essay-scoring-2,uniform_crossrun_control,42,30,30,60,1,42,1.0,0.04516070978896097,"{""3"": 1, ""4"": 7, ""5"": 16, ""6"": 6}"
4,mlsp-2013-birds,uniform_crossrun_control,207,214,214,428,2,205,0.9903381642512077,0.0,"{""2"": 1, ""3"": 6, ""4"": 13, ""5"": 36, ""6"": 86, ""7"": 52, ""8"": 20}"
4,nomad2018-predict-transparent-conductors,uniform_crossrun_control,151,173,173,346,1,151,1.0,0.12096978009175573,"{""1"": 5, ""2"": 8, ""3"": 29, ""4"": 85, ""5"": 25, ""6"": 9, ""7"": 12}"
4,petfinder-pawpularity-score,uniform_crossrun_control,525,438,438,876,8,506,0.9638095238095238,0.0,"{""3"": 1, ""4"": 4, ""5"": 7, ""6"": 21, ""7"": 61, ""8"": 344}"
4,random-acts-of-pizza,uniform_crossrun_control,399,290,290,580,9,378,0.9473684210526315,0.0,"{""1"": 1, ""2"": 1, ""3"": 3, ""4"": 26, ""5"": 71, ""6"": 155, ""7"": 33}"
4,spaceship-titanic,uniform_crossrun_control,68,82,82,164,1,68,1.0,0.09816245191540211,"{""3"": 13, ""4"": 26, ""5"": 26, ""6"": 12, ""7"": 5}"
4,spooky-author-identification,uniform_crossrun_control,930,773,773,1546,5,921,0.9903225806451613,0.0,"{""2"": 3, ""3"": 17, ""4"": 40, ""5"": 193, ""6"": 342, ""7"": 157, ""8"": 21}"
4,tabular-playground-series-dec-2021,uniform_crossrun_control,42,24,24,48,3,35,0.8333333333333334,0.0,"{""1"": 4, ""2"": 6, ""3"": 2, ""4"": 4, ""5"": 6, ""6"": 1, ""7"": 1}"
4,tabular-playground-series-may-2022,uniform_crossrun_control,126,103,103,206,2,122,0.9682539682539683,0.0,"{""1"": 1, ""2"": 1, ""3"": 5, ""4"": 16, ""5"": 13, ""6"": 26, ""7"": 38, ""8"": 3}"
4,text-normalization-challenge-english-language,uniform_crossrun_control,34,17,17,34,4,24,0.7058823529411765,0.0,"{""1"": 3, ""2"": 5, ""3"": 4, ""4"": 1, ""5"": 1, ""6"": 3}"
4,text-normalization-challenge-russian-language,uniform_crossrun_control,120,60,60,120,14,92,0.7666666666666667,0.0,"{""0"": 1, ""1"": 2, ""2"": 7, ""3"": 8, ""4"": 26, ""5"": 2, ""6"": 9, ""7"": 5}"
4,tweet-sentiment-extraction,uniform_crossrun_control,80,40,33,73,13,52,0.65,0.0,"{""3"": 1, ""4"": 7, ""5"": 21, ""6"": 2, ""7"": 2}"
4,us-patent-phrase-to-phrase-matching,uniform_crossrun_control,378,189,189,378,57,266,0.7037037037037037,0.0,"{""4"": 2, ""5"": 7, ""7"": 5, ""8"": 175}"
4,whale-categorization-playground,uniform_crossrun_control,142,71,71,142,11,122,0.8591549295774648,0.0,"{""2"": 1, ""3"": 1, ""4"": 3, ""5"": 15, ""6"": 20, ""7"": 28, ""8"": 3}"
4,aptos2019-blindness-detection,tgca,34,17,0,17,17,2,0.058823529411764705,0.0,{}
4,chaii-hindi-and-tamil-question-answering,tgca,340,368,368,736,1,340,1.0,0.013257575018840635,"{""1"": 1, ""3"": 14, ""4"": 44, ""5"": 99, ""6"": 125, ""7"": 63, ""8"": 22}"
4,denoising-dirty-documents,tgca,148,162,162,324,1,148,1.0,0.0286319438855807,"{""0"": 5, ""1"": 4, ""2"": 23, ""3"": 43, ""4"": 37, ""5"": 17, ""6"": 29, ""7"": 4}"
4,dog-breed-identification,tgca,83,59,59,118,1,83,1.0,0.021304717833269204,"{""2"": 2, ""4"": 12, ""5"": 15, ""6"": 8, ""7"": 12, ""8"": 10}"
4,dogs-vs-cats-redux-kernels-edition,tgca,22,11,11,22,1,22,1.0,0.046602018149281596,"{""2"": 2, ""3"": 3, ""4"": 1, ""5"": 3, ""6"": 2}"
4,google-quest-challenge,tgca,46,23,23,46,1,46,1.0,0.00698574605097981,"{""3"": 1, ""4"": 5, ""5"": 8, ""6"": 6, ""7"": 3}"
4,histopathologic-cancer-detection,tgca,92,46,46,92,1,92,1.0,0.003664272654553954,"{""0"": 5, ""1"": 5, ""2"": 11, ""3"": 11, ""4"": 9, ""5"": 3, ""6"": 1, ""8"": 1}"
4,kuzushiji-recognition,tgca,18,9,8,17,1,18,1.0,0.03342774254167896,"{""5"": 2, ""6"": 2, ""7"": 2, ""8"": 2}"
4,leaf-classification,tgca,233,212,212,424,1,233,1.0,0.03589316227630832,"{""1"": 2, ""2"": 5, ""3"": 4, ""4"": 14, ""5"": 42, ""6"": 48, ""7"": 46, ""8"": 51}"
4,learning-agency-lab-automated-essay-scoring-2,tgca,42,30,30,60,1,42,1.0,0.050483809795325546,"{""2"": 1, ""3"": 4, ""4"": 11, ""5"": 10, ""6"": 4}"
4,mlsp-2013-birds,tgca,207,214,214,428,1,207,1.0,0.022443426662307798,"{""2"": 2, ""3"": 8, ""4"": 37, ""5"": 60, ""6"": 53, ""7"": 35, ""8"": 19}"
4,nomad2018-predict-transparent-conductors,tgca,151,173,173,346,1,151,1.0,0.00769651060527351,"{""0"": 5, ""1"": 18, ""2"": 42, ""3"": 49, ""4"": 36, ""5"": 9, ""6"": 7, ""7"": 7}"
4,petfinder-pawpularity-score,tgca,525,438,438,876,1,525,1.0,0.023151441045910555,"{""2"": 2, ""3"": 15, ""4"": 27, ""5"": 55, ""6"": 135, ""7"": 108, ""8"": 96}"
4,random-acts-of-pizza,tgca,399,290,290,580,1,399,1.0,0.011938108025286637,"{""0"": 6, ""1"": 7, ""2"": 19, ""3"": 48, ""4"": 100, ""5"": 58, ""6"": 34, ""7"": 18}"
4,spaceship-titanic,tgca,68,82,82,164,1,68,1.0,0.013436050758945823,"{""3"": 9, ""4"": 34, ""5"": 26, ""6"": 11, ""7"": 2}"
4,spooky-author-identification,tgca,930,773,773,1546,1,930,1.0,0.03040079962289103,"{""0"": 22, ""1"": 33, ""2"": 66, ""3"": 99, ""4"": 166, ""5"": 182, ""6"": 145, ""7"": 45, ""8"": 15}"
4,tabular-playground-series-dec-2021,tgca,42,24,24,48,1,42,1.0,0.018796454580337477,"{""0"": 5, ""1"": 3, ""2"": 4, ""3"": 1, ""4"": 3, ""5"": 1, ""7"": 2, ""8"": 5}"
4,tabular-playground-series-may-2022,tgca,126,103,103,206,1,126,1.0,0.01957075667193562,"{""0"": 3, ""1"": 4, ""2"": 13, ""3"": 18, ""4"": 26, ""5"": 9, ""6"": 8, ""7"": 17, ""8"": 5}"
4,text-normalization-challenge-english-language,tgca,34,17,17,34,1,34,1.0,0.017301921960603647,"{""0"": 1, ""1"": 1, ""2"": 5, ""3"": 6, ""4"": 2, ""5"": 1, ""6"": 1}"
4,text-normalization-challenge-russian-language,tgca,120,60,60,120,1,120,1.0,0.00209776984016067,"{""0"": 17, ""1"": 6, ""2"": 12, ""3"": 14, ""4"": 5, ""5"": 1, ""6"": 5}"
4,tweet-sentiment-extraction,tgca,80,40,33,73,17,34,0.425,0.0,"{""1"": 1, ""2"": 5, ""3"": 10, ""4"": 10, ""5"": 1, ""6"": 2, ""7"": 3, ""8"": 1}"
4,us-patent-phrase-to-phrase-matching,tgca,378,189,189,378,161,58,0.15343915343915343,0.0,"{""0"": 2, ""1"": 3, ""2"": 9, ""3"": 17, ""4"": 46, ""5"": 67, ""6"": 37, ""7"": 4, ""8"": 4}"
4,whale-categorization-playground,tgca,142,71,71,142,1,142,1.0,0.0031630885920644414,"{""1"": 1, ""2"": 2, ""3"": 7, ""4"": 15, ""5"": 13, ""6"": 17, ""7"": 16}"
