parent,task,run,fold,tri_unanimous_q20_vote,char_margin_matched_vote,unanimous_crc_matched_vote,char_crc_matched_vote,random_on_primary_vote,oracle_all_vote,random_all_vote
spooky-author-identification__a9e7a83b926946e4b5c50157428c084a,spooky-author-identification,cards_senior_0730.jsonl:6,4,,,,,,-1,1
spooky-author-identification__aa1216d0a56843c08064f21f3667c61b,spooky-author-identification,cards_senior_0730.jsonl:7,0,,,1,,,-1,-1
spooky-author-identification__aeffca43f45e4a7fb999ace5125cb954,spooky-author-identification,cards_senior_0730.jsonl:8,2,,1,,,,1,1
spooky-author-identification__b336a0c58923458ab4b05cbd2a454b54,spooky-author-identification,cards_senior_0801.jsonl:5,0,,,,,,1,-1
spooky-author-identification__b3a988b6493b43dcb28cbb4f3f58efbc,spooky-author-identification,cards_senior_0805seq.jsonl:5,0,,,,,,-1,1
spooky-author-identification__b69c6ce56d1a49788fb83e3436f36aaa,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,,,1,-1
spooky-author-identification__b6c2d828bbf94b50b2c31e540551b746,spooky-author-identification,cards_senior_0801.jsonl:5,0,,,,,,1,1
spooky-author-identification__b8cb88ba265f42afac1e51ed5131b0b8,spooky-author-identification,cards_senior_0731.jsonl:4,2,,,,,,-1,-1
spooky-author-identification__b8ea5411ec33476d953f1cd2603a0a0f,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,,,-1,1
spooky-author-identification__bb91316ba70249dea79f4ea54e15f2ae,spooky-author-identification,cards_senior_0730.jsonl:6,4,,,,1,,1,1
spooky-author-identification__bc5864f0a58e41aabcb4471c4b970c62,spooky-author-identification,cards_senior_0730.jsonl:7,0,,1,,1,,1,-1
spooky-author-identification__bcbd677781aa4e3e997e902d55c92ad8,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,-1,,-1,-1
spooky-author-identification__beb29235359549ca85e608f1e435100b,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,,,-1,-1
spooky-author-identification__bf505e8d1a824801b3afb4b322a289c4,spooky-author-identification,cards_ours_20260727.jsonl:46,4,,,,,,-1,1
spooky-author-identification__bf7bcea17ceb4b5a858011fbb922c2da,spooky-author-identification,cards_senior_0804.jsonl:6,2,,,,,,-1,-1
spooky-author-identification__bfabb6c319554e8fa71640f8c263918e,spooky-author-identification,cards_senior_0731.jsonl:6,2,,,,,,1,1
spooky-author-identification__bfef14fd030d48bfb16209323d674b07,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,,,-1,1
spooky-author-identification__c0b39525966e4518bf4225c88c46100d,spooky-author-identification,cards_senior_0805seq.jsonl:4,1,,,,,,-1,-1
spooky-author-identification__c0dd1788be3e4eee821358419eb97f92,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,-1,,1,-1
spooky-author-identification__c1c0c0ba4ff945e186acbd732fde9094,spooky-author-identification,cards_senior_0730.jsonl:6,4,,,,,,-1,1
spooky-author-identification__c2a52f6359ec46c4a010cbc08f8664c8,spooky-author-identification,cards_senior_0801.jsonl:5,0,-1,-1,,,-1,1,-1
spooky-author-identification__c3b9e4dc759349269be072a837ffe5f8,spooky-author-identification,cards_senior_0730.jsonl:8,2,,,-1,,,1,-1
spooky-author-identification__c45c0bd8bbe14b14b61f230e0ebfb2fa,spooky-author-identification,cards_senior_0730.jsonl:6,4,,,,,,-1,-1
spooky-author-identification__c65de68dd3414ab4892046cffc51ca2f,spooky-author-identification,cards_senior_0730.jsonl:8,2,,,,,,1,1
spooky-author-identification__c7c485b8870e4e8ea5e7ba08bc234b23,spooky-author-identification,cards_senior_0801.jsonl:5,0,,-1,,-1,,-1,-1
spooky-author-identification__c7cea1d6242b4000917cfc9f36b5d0b2,spooky-author-identification,cards_senior_0730.jsonl:6,4,,,,,,-1,1
spooky-author-identification__ca12f4cbfd924752a0c9c921b7aa791a,spooky-author-identification,cards_senior_0731.jsonl:7,0,,1,1,,,1,1
spooky-author-identification__ca4613152bf743268834040359e81ca6,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,,,-1,1
spooky-author-identification__cd0ecafb087147d0bd271079c49a957f,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,,,1,1
spooky-author-identification__cd92410f429d484e897a6a38f0c1e651,spooky-author-identification,cards_senior_0801.jsonl:8,1,,,,,,-1,-1
spooky-author-identification__cdb73557b5a5426095d289ef0c81596b,spooky-author-identification,cards_senior_0804.jsonl:5,1,,,-1,,,-1,-1
spooky-author-identification__ced4db8f19d145dbb82299c410ab894d,spooky-author-identification,cards_senior_0806.jsonl:2,4,,,,,,-1,1
spooky-author-identification__cf6d17659f3e4165bb08e334db2ef8d4,spooky-author-identification,cards_senior_0804.jsonl:4,3,,,,,,1,-1
spooky-author-identification__cff1fc72715347f28f96cae878cb878b,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,-1,,1,1
spooky-author-identification__d04a67e85eff4ff3b146ed05a2f69f20,spooky-author-identification,cards_senior_0730.jsonl:6,4,1,,1,,-1,1,-1
spooky-author-identification__d07afbd7323f40a18a5e4e62424d145e,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,,,-1,-1
spooky-author-identification__d08f9258c3674510907797f1de3c56ef,spooky-author-identification,cards_gen2B.jsonl:0,4,,,,,,-1,1
spooky-author-identification__d29dd6e9d86a4c3585bf5494e5118379,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,,,1,-1
spooky-author-identification__d2cfc922bb824f39b9b6850e7a2bff40,spooky-author-identification,cards_senior_0730.jsonl:6,4,1,,1,,-1,-1,1
spooky-author-identification__d2d45f1925d749df9347efd7655b4d25,spooky-author-identification,cards_senior_0801.jsonl:5,0,-1,,,,-1,1,-1
spooky-author-identification__d48417c90233455092c8e300dd0c9bcc,spooky-author-identification,cards_senior_0801.jsonl:7,1,,-1,,-1,,-1,-1
spooky-author-identification__d5e6c1c7782240e8b1f7802f723fd57a,spooky-author-identification,cards_senior_0731.jsonl:6,2,,,,,,1,-1
spooky-author-identification__d9e565a93580433692563ccdd879a2cf,spooky-author-identification,cards_senior_0801.jsonl:5,0,-1,,,,-1,-1,1
spooky-author-identification__da5706e26bf943f989ce98d1d85a4489,spooky-author-identification,cards_senior_0730.jsonl:6,4,-1,-1,-1,,-1,1,1
spooky-author-identification__ded69521cf84442185f92e8e018a9db3,spooky-author-identification,cards_senior_0731.jsonl:6,2,,,,,,1,-1
spooky-author-identification__df976c3d1f9c40589d727511e6af6b37,spooky-author-identification,cards_senior_0805seq.jsonl:4,1,,,,,,1,-1
spooky-author-identification__e00325d018464cc692a705e408aba308,spooky-author-identification,cards_senior_0730.jsonl:7,0,-1,,-1,,-1,-1,1
spooky-author-identification__e289a5b790f84f2681ba6f6eb06dfb6c,spooky-author-identification,cards_senior_0730.jsonl:6,4,1,1,1,,1,1,-1
spooky-author-identification__e45450ce5ff34022a24324548f427056,spooky-author-identification,cards_senior_0730.jsonl:8,2,,,1,,,1,-1
spooky-author-identification__e62ee97da2824c309e303efe413444bd,spooky-author-identification,cards_t3era_missing.jsonl:12,2,,,,-1,,-1,-1
spooky-author-identification__eb40ff84d499489cb7cb9bd3c11b3e50,spooky-author-identification,cards_t3era_missing.jsonl:5,0,,,,-1,,1,-1
spooky-author-identification__ec8a4f38cbe44ac198c8dc390dda2958,spooky-author-identification,cards_senior_0730.jsonl:7,0,,,,-1,,1,1
spooky-author-identification__ecbaaca8652147cab47871a7c6fb6bd1,spooky-author-identification,cards_senior_0801.jsonl:8,1,,,,,,1,-1
spooky-author-identification__ecfa5429f77642b4a627bf4e67c5a32f,spooky-author-identification,cards_senior_0730.jsonl:6,4,-1,-1,,,1,-1,1
spooky-author-identification__f1e9b41b8618479796c6c452804e57c3,spooky-author-identification,cards_senior_0801.jsonl:7,1,,,,,,1,1
spooky-author-identification__f5cfb80baaa843719d02c5e3dde4d14a,spooky-author-identification,cards_senior_0804.jsonl:7,4,,,,-1,,-1,-1
spooky-author-identification__f6947c57d3194267b5c7b9d06eabef7a,spooky-author-identification,cards_senior_0726.jsonl:3,3,,-1,,,,-1,1
spooky-author-identification__f6e8becb68834c51b61ca0431f7d04fa,spooky-author-identification,cards_senior_0730.jsonl:7,0,,,,-1,,1,1
spooky-author-identification__fb7a4c45ca084fa5ac14688ce018f694,spooky-author-identification,cards_senior_0804.jsonl:8,4,,-1,-1,,,-1,1
tabular-playground-series-dec-2021__15925a61473f46c18ef76b958a916b46,tabular-playground-series-dec-2021,cards_senior_0805seq.jsonl:23,4,,,,,,-1,1
tabular-playground-series-dec-2021__162ffa8f5de4443f87d897bc465938e9,tabular-playground-series-dec-2021,cards_senior_0801.jsonl:35,3,-1,,-1,,-1,-1,1
tabular-playground-series-dec-2021__16a997cfdb654f7488c6225ee728e023,tabular-playground-series-dec-2021,cards_senior_0811.jsonl:17,2,1,1,,,-1,1,-1
tabular-playground-series-dec-2021__1f4446cf59a74c69906a15b2906ba427,tabular-playground-series-dec-2021,cards_senior_0811.jsonl:19,1,,,,-1,,-1,1
tabular-playground-series-dec-2021__2b253bca189e48acaa5a5edfaa5663a0,tabular-playground-series-dec-2021,cards_senior_0801.jsonl:35,3,,,,,,1,-1
tabular-playground-series-dec-2021__378b12a504974532a326ffb58dcb9ebb,tabular-playground-series-dec-2021,cards_senior_0808.jsonl:16,4,,,,,,1,-1
tabular-playground-series-dec-2021__53150c847b1f4754a4852b27ef8caa9c,tabular-playground-series-dec-2021,cards_senior_0805seq.jsonl:21,0,,,,,,-1,-1
tabular-playground-series-dec-2021__5d59b7e43e1c4aa0804dcff82300642d,tabular-playground-series-dec-2021,cards_senior_0805seq.jsonl:24,2,,,,-1,,1,1
tabular-playground-series-dec-2021__7008e15fce1a4146a47d954b6fa60150,tabular-playground-series-dec-2021,cards_senior_0801.jsonl:36,3,,,,,,1,-1
tabular-playground-series-dec-2021__705be9934a3f4376b60c16b6bc830dc3,tabular-playground-series-dec-2021,cards_senior_0808.jsonl:16,4,,,1,,,1,1
tabular-playground-series-dec-2021__7fea8c36b4484f2c8655c5c7077abbd4,tabular-playground-series-dec-2021,cards_senior_0805seq.jsonl:23,4,,,,,,1,1
tabular-playground-series-dec-2021__a6a2acfbf61e46c6addbdc14422030e6,tabular-playground-series-dec-2021,cards_senior_0805seq.jsonl:24,2,,,-1,,,-1,-1
tabular-playground-series-dec-2021__ba084f1ffd384553868693fc25c1d209,tabular-playground-series-dec-2021,cards_senior_0805seq.jsonl:25,2,,,,,,-1,1
tabular-playground-series-dec-2021__ba79580d2af44a08981535a2a888da21,tabular-playground-series-dec-2021,cards_senior_0805seq.jsonl:20,3,,,,,,-1,1
tabular-playground-series-dec-2021__bc004ad423fc49c5ab4219c40b94f7d2,tabular-playground-series-dec-2021,cards_senior_0805seq.jsonl:20,3,,,,1,,1,1
tabular-playground-series-dec-2021__c65b7a392232441490c3412523fe9e66,tabular-playground-series-dec-2021,cards_senior_0807.jsonl:21,3,,,,,,1,1
tabular-playground-series-dec-2021__dbcdad4987314897886f81501c856226,tabular-playground-series-dec-2021,cards_ours_20260727.jsonl:38,0,,-1,,,,-1,-1
tabular-playground-series-dec-2021__e314d64992e447f8b4c2db60bf4952e7,tabular-playground-series-dec-2021,cards_senior_0807.jsonl:20,4,,,,,,-1,-1
tabular-playground-series-dec-2021__ec18604ccb2b4ac4b0efbaed97200759,tabular-playground-series-dec-2021,cards_t3era_missing.jsonl:15,1,1,1,,1,-1,1,1
tabular-playground-series-dec-2021__f876daa8162f41108a6f12635d6835c3,tabular-playground-series-dec-2021,cards_senior_0801.jsonl:37,2,,,,,,-1,-1
tabular-playground-series-dec-2021__fc428a20e9224208a182b5ebf0feb228,tabular-playground-series-dec-2021,cards_senior_0805seq.jsonl:24,2,,,,,,1,-1
tabular-playground-series-dec-2021__fde714e5c3684688867eccffe8e1e6a6,tabular-playground-series-dec-2021,cards_ours_20260727.jsonl:23,3,-1,-1,-1,,1,-1,-1
tabular-playground-series-dec-2021__fe92acb716584d88bc66768ea972a464,tabular-playground-series-dec-2021,cards_senior_0805seq.jsonl:25,2,,,,,,1,-1
tabular-playground-series-may-2022__05e71401d750464682bacabe499a000a,tabular-playground-series-may-2022,cards_senior_0729.jsonl:12,0,,-1,,,,-1,1
tabular-playground-series-may-2022__0d2617dd9128438f8f16f80601a515e0,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:124,0,-1,-1,,,-1,-1,1
tabular-playground-series-may-2022__127a6fd29a204b13b9de2c80eccc2fd1,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:150,2,,,1,,,1,-1
tabular-playground-series-may-2022__1398e0231b454a84a1366b16c9a74499,tabular-playground-series-may-2022,cards_senior_0810.jsonl:20,4,,,-1,,,1,-1
tabular-playground-series-may-2022__15899f2adb804e658d9c608603e4c571,tabular-playground-series-may-2022,cards_senior_0806.jsonl:16,1,,,,,,1,-1
tabular-playground-series-may-2022__16133aa7d8fc41a2a13c7c6668c96293,tabular-playground-series-may-2022,cards_senior_0806.jsonl:14,1,,,,1,,-1,1
tabular-playground-series-may-2022__1762322ab87e4b41b2ddef2fa6564360,tabular-playground-series-may-2022,cards_senior_0806.jsonl:17,1,,,,-1,,1,1
tabular-playground-series-may-2022__1b469c3155f643eb8a3af1ee3d694646,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:132,2,,1,,,,1,-1
tabular-playground-series-may-2022__1c19507913f94c4cb31b79b38aea831f,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:31,1,,,,,,1,1
tabular-playground-series-may-2022__24daa4cbb4d84a85a59a44b2ec2871bd,tabular-playground-series-may-2022,cards_senior_0810.jsonl:21,3,,,-1,,,-1,1
tabular-playground-series-may-2022__372d83a1a55143258377149c62eb0138,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:123,4,,,,,,-1,1
tabular-playground-series-may-2022__37a90c32accc4952aa6ea17e424f5d9b,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:120,1,,-1,,,,-1,-1
tabular-playground-series-may-2022__38ce017068ef4e648b6ef231f65dfb1f,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:29,2,-1,,,,1,-1,1
tabular-playground-series-may-2022__3d25ac6ee2c74a95b9d9c8f14ef4e894,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:131,1,,,,,,1,-1
tabular-playground-series-may-2022__3e28e0f71b70442999446671a5bf3f6d,tabular-playground-series-may-2022,cards_senior_0806.jsonl:16,1,1,,1,,-1,1,-1
tabular-playground-series-may-2022__42dfa96d428c42f8bddaad7ec661f2ca,tabular-playground-series-may-2022,cards_senior_0806.jsonl:17,1,,,,,,1,1
tabular-playground-series-may-2022__42fc5dce95d845d89d2aeb66c45d1165,tabular-playground-series-may-2022,cards_senior_0806.jsonl:14,1,,,1,,,1,1
tabular-playground-series-may-2022__43044064cb684895839eae8b72976bd8,tabular-playground-series-may-2022,cards_senior_0801.jsonl:31,2,1,,,1,-1,1,-1
tabular-playground-series-may-2022__51a9de454f76456ab631c42dc7bb39d4,tabular-playground-series-may-2022,cards_senior_0806.jsonl:16,1,,,,,,1,1
tabular-playground-series-may-2022__52c1c09c298f44d194c0e806b40d76ac,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:125,4,,,,,,-1,1
tabular-playground-series-may-2022__532c38389f054ccba327481bf5918d0e,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:37,4,,-1,,,,-1,1
tabular-playground-series-may-2022__5401ee6db40d4870901965b033dcf164,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:112,3,,,,,,-1,1
tabular-playground-series-may-2022__548e46b50e9d444d8f8c090e92b436ea,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:37,4,,,,,,1,1
tabular-playground-series-may-2022__591306002f2345aabea2529cf56dee84,tabular-playground-series-may-2022,cards_senior_0801.jsonl:30,1,,1,,1,,1,1
tabular-playground-series-may-2022__59b13294944a4874aa279402b690dbec,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:127,3,,1,,,,1,1
tabular-playground-series-may-2022__5f35ceca1dd3462cb4e89467693ff95d,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:111,4,1,,,,-1,-1,-1
tabular-playground-series-may-2022__60e6204359764fdfb4e38b493ad543ad,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:123,4,1,,1,,-1,-1,-1
tabular-playground-series-may-2022__6f36e4f58251460ba3b6bf3afc35230d,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:21,4,-1,,,,-1,-1,-1
tabular-playground-series-may-2022__75518c214cdd42219cbd263bc4ab0d8a,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:138,0,-1,,-1,,1,-1,-1
tabular-playground-series-may-2022__85ced79c11f54624bfc3c55a6a68ec4b,tabular-playground-series-may-2022,cards_senior_0724.jsonl:9,2,-1,,-1,-1,-1,-1,1
tabular-playground-series-may-2022__93680ea5c38a4d8797307b2a9fc1aa14,tabular-playground-series-may-2022,cards_senior_0810.jsonl:21,3,,,,,,1,-1
tabular-playground-series-may-2022__94c2344f95e449d080de31db5030edce,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:129,2,,,,,,-1,1
tabular-playground-series-may-2022__9736ff33ed4a4a34b80f76e9ad4d83ba,tabular-playground-series-may-2022,cards_senior_0810.jsonl:20,4,,-1,,,,-1,1
tabular-playground-series-may-2022__a0c56f3de0924148b31dd83b154caade,tabular-playground-series-may-2022,cards_senior_0727.jsonl:9,2,,,,,,1,-1
tabular-playground-series-may-2022__a407d94b044b47c981a1df98effe9e42,tabular-playground-series-may-2022,cards_senior_0810.jsonl:21,3,,,,,,1,-1
tabular-playground-series-may-2022__ad5be4ec893c41e8b1842294b2999919,tabular-playground-series-may-2022,cards_senior_0806.jsonl:16,1,,,,,,-1,-1
tabular-playground-series-may-2022__ae903ca7e7eb4d8bbc7afea25a19bebf,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:118,2,,,,,,1,-1
tabular-playground-series-may-2022__af74d599dfcb4a5d913136a67ea028df,tabular-playground-series-may-2022,cards_senior_0806.jsonl:14,1,,,,,,-1,-1
tabular-playground-series-may-2022__b21fc03c40b349ce8cddc49c7c1bc040,tabular-playground-series-may-2022,cards_senior_0806.jsonl:16,1,,,,,,1,1
tabular-playground-series-may-2022__c17637382ce5443c91b203f705db2389,tabular-playground-series-may-2022,cards_senior_0810.jsonl:20,4,,,,,,1,1
tabular-playground-series-may-2022__c884b3228280411c85ab676dedc7ad48,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:139,4,,,1,1,,1,1
tabular-playground-series-may-2022__c891f2b09d194397bd7fa0ccfb9c2b96,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:132,2,,,,1,,-1,1
tabular-playground-series-may-2022__cf42458083204c8a92d897e6e80d3e94,tabular-playground-series-may-2022,cards_ours_20260727.jsonl:149,3,,1,,,,1,-1
tabular-playground-series-may-2022__eaba1b0ae7c44f6ca23c231e38b46e3c,tabular-playground-series-may-2022,cards_senior_0806.jsonl:14,1,,,,-1,,-1,-1
tabular-playground-series-may-2022__f831e8110b744757a9d6ecc6d6bb297d,tabular-playground-series-may-2022,cards_senior_0806.jsonl:16,1,,,,-1,,1,-1
tabular-playground-series-may-2022__f9d58962c41a4167acccb3a6f216fdd0,tabular-playground-series-may-2022,cards_senior_0801.jsonl:30,1,,,,,,-1,1
tabular-playground-series-may-2022__fdae677d855d4483ae63c75f0d4a446f,tabular-playground-series-may-2022,cards_senior_0806.jsonl:16,1,,,,,,1,1
text-normalization-challenge-english-language__04544a83ba6a4fd7b8bf3406484daf8f,text-normalization-challenge-english-language,cards_senior_0808.jsonl:20,0,1,,1,,1,1,1
text-normalization-challenge-english-language__048e7c2c3efc4d8c95c93104aa9c8e31,text-normalization-challenge-english-language,cards_senior_0808.jsonl:21,0,,-1,,,,1,1
text-normalization-challenge-english-language__0a491a42ae00492995866b7873c18ba4,text-normalization-challenge-english-language,cards_senior_0808.jsonl:21,0,,,,-1,,-1,1
text-normalization-challenge-english-language__1496989b009b46f9908e0e1ccf11ace0,text-normalization-challenge-english-language,cards_senior_0808.jsonl:20,0,,-1,,,,-1,-1
text-normalization-challenge-english-language__2a24002c1d81425080eab6fe20f09388,text-normalization-challenge-english-language,cards_senior_0808.jsonl:21,0,,,,,,1,1
text-normalization-challenge-english-language__2b289b02f30a4f64a7e7f73394d4d589,text-normalization-challenge-english-language,cards_senior_0808.jsonl:21,0,,,,,,1,-1
text-normalization-challenge-english-language__3500861e15204d56a0b1a35168699b1a,text-normalization-challenge-english-language,cards_senior_0808.jsonl:21,0,,,,,,1,1
text-normalization-challenge-english-language__5fae4adc36a245a1825b0a96d8437955,text-normalization-challenge-english-language,cards_senior_0808.jsonl:20,0,1,,,,1,1,-1
text-normalization-challenge-english-language__6b6d5fee235f4d35a9ee4ad0e2e5b04f,text-normalization-challenge-english-language,cards_senior_0808.jsonl:21,0,,,-1,,,1,1
text-normalization-challenge-english-language__91ccbb1d0e3a41948e65539880faa45d,text-normalization-challenge-english-language,cards_senior_0808.jsonl:20,0,-1,,,-1,-1,-1,1
text-normalization-challenge-english-language__ab009b07f70f431bbae176507ec77062,text-normalization-challenge-english-language,cards_senior_0808.jsonl:21,0,,,,,,1,-1
text-normalization-challenge-english-language__baf51b0867c04c60a4c2abf1ebffca33,text-normalization-challenge-english-language,cards_senior_0808.jsonl:21,0,,,,-1,,1,1
text-normalization-challenge-english-language__d35a6c0cc6a04bf680fa542d67638cfd,text-normalization-challenge-english-language,cards_senior_0808.jsonl:20,0,,,,,,-1,-1
text-normalization-challenge-english-language__d6ff3b4696a94b50b0fd55c55077ac6a,text-normalization-challenge-english-language,cards_senior_0808.jsonl:21,0,,,,,,1,-1
text-normalization-challenge-english-language__d9ecbedab015430a95d346b055f3dfc2,text-normalization-challenge-english-language,cards_senior_0808.jsonl:20,0,,1,,,,-1,-1
text-normalization-challenge-english-language__dac947e272ed4c5c9c611eb780c71f50,text-normalization-challenge-english-language,cards_senior_0808.jsonl:20,0,,,,,,1,1
text-normalization-challenge-english-language__ee2a793b786d430691cf8aa546b4b4a6,text-normalization-challenge-english-language,cards_senior_0808.jsonl:21,0,,,1,,,1,1
text-normalization-challenge-russian-language__0233d649301d4e53abcb9ae563caad80,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:28,0,1,,1,1,1,-1,1
text-normalization-challenge-russian-language__084a4e44548448cdb374bb9ddbf1ac59,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,1,,,,-1,1,1
text-normalization-challenge-russian-language__0858dd87120747218bfd9819d7e31ce9,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,1,-1
text-normalization-challenge-russian-language__09e73757ff1f469d89260c675747b905,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,,,-1,1
text-normalization-challenge-russian-language__14b2fda3bced4f0f85f1c76ebc63c8f7,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,,,1,1
text-normalization-challenge-russian-language__17e3c05876ce443386d0ded0670a2cc8,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,,,,1,,-1,1
text-normalization-challenge-russian-language__2294361308d943268ea64f2d9dcd3e33,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,,,,,,1,-1
text-normalization-challenge-russian-language__24e33215f78d4e43bddbe86fe6225e6c,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,1,,,,-1,1
text-normalization-challenge-russian-language__25c5c4815b8147ea953136ce45df3bf1,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,1,,1,,-1,1,1
text-normalization-challenge-russian-language__266284a7a1fa4b2b9dfda3ebeae1d45b,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,,,,,-1,1
text-normalization-challenge-russian-language__26b7039f9d4b4310b64c00a4e1438d69,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,,1,,,1,1
text-normalization-challenge-russian-language__272ace0720b149478bee25c2d330f964,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,-1,,-1,,1,-1
text-normalization-challenge-russian-language__2fd56459177a4e338f1940f510dab59e,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,-1,1
text-normalization-challenge-russian-language__33788bcfc011472fa644e82ca91323d0,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,,,1,1
text-normalization-challenge-russian-language__3a7a41e612c94a01a638d880dc75f23a,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,,-1,,,,-1,1
text-normalization-challenge-russian-language__3ab1f243d6cb4ef0b557101e7f88276e,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,,,-1,1
text-normalization-challenge-russian-language__3cb5977e4296454c9e3957e92913796a,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:28,0,,,,,,1,-1
text-normalization-challenge-russian-language__4391df5edcf94e54b79667e6aa7a5af5,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,-1,-1
text-normalization-challenge-russian-language__44c55ce22bca4afaa2d09946ef26c8d0,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,-1,-1
text-normalization-challenge-russian-language__46e2dc73492241c6a82f282d5a6ae323,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,1,,,,1,1
text-normalization-challenge-russian-language__4ec9e693186a4d879dcf513ad2b2eeec,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,1,,1,,-1,1,1
text-normalization-challenge-russian-language__4eff0ffafe024dabbb0f1fde0b059911,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:31,2,,,,,,-1,-1
text-normalization-challenge-russian-language__4ff360175f474f7cb2a37c57c403252b,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,1,1
text-normalization-challenge-russian-language__506c8996ca9e432c94145d52dac69d82,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,,,,,1,1
text-normalization-challenge-russian-language__50992a665bc041719a9711ede0ffc380,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,-1,-1,,,1,1,1
text-normalization-challenge-russian-language__5563500661d14f0b802cba3023831a39,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,,,,,-1,1
text-normalization-challenge-russian-language__59aaa3116e0c4ee6be37c51bfe162e4c,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,-1,-1,-1,,1,-1,1
text-normalization-challenge-russian-language__59ae545e332845f8bc1a07c0584d93c2,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,-1,,,,-1,-1
text-normalization-challenge-russian-language__61802ad3c75c4a3e86f4afb449334c13,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:31,2,,,1,,,1,1
text-normalization-challenge-russian-language__63a34f36a5bb4c0e8acdae2ba758d4c5,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,,,,,,1,-1
text-normalization-challenge-russian-language__6744db629583406a856f7499ae037b17,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,,,,,-1,-1
text-normalization-challenge-russian-language__68cd38d1f42048f29a0ec54e8f6e98da,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,1,1
text-normalization-challenge-russian-language__6a9f2e9f82624fafac96fd00490e002a,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:31,2,,,,,,-1,1
text-normalization-challenge-russian-language__6aa7a2834d264abb804fe7d87befc833,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:29,2,,,,-1,,-1,-1
